date,company,region,product_category,organic_traffic,direct_traffic,referral_traffic,paid_traffic,bounce_rate,avg_session_duration,pages_per_session,conversion_rate,email_sends,email_opens,email_clicks,social_posts,social_engagement,leads_generated,qualified_leads,opportunities,closed_deals,revenue,costs,marketing_spend,customer_acquisition_cost,customer_lifetime_value,nps,customer_satisfaction,support_tickets,resolution_time,active_users,feature_adoption_rate,churn_rate,expansion_revenue,gross_margin,marketing_roi,conversion_to_paid,email_engagement_rate,marketing_efficiency,clv_cac_ratio,year_month,quarter,year
2022-02-28,SaasCompany1,South,SMB,176248,64507,32253,48380,0.5002792638404243,214.029018804072,2.681607952865303,0.0531832043842944,14987,6029,528,39,4240,228,145,24,19,126829.0,52890.0,24140.0,222.66299571942184,1130.8315900694995,72.7256267562274,8.518088833746377,159,31.85481891921019,3863,0.5561517395030595,0.0177411565581395,12405.702894774364,0.5829818101538292,4.253893951946976,0.0833333333333333,0.0352305331287115,5.253893951946976,5.078668713747402,2022-02,1,2022
2022-02-28,SaasCompany1,South,Startup,164838,65325,32662,48994,0.3990051716075952,120.70588320146608,3.541333598476812,0.0491170916640581,13055,3899,1877,39,2109,282,80,38,6,122137.0,48395.0,16358.0,216.90336700692416,1506.8009820312825,64.59051193822634,8.097656257992517,165,47.77971832391408,3763,0.6133289849938307,0.0207725236281489,7706.742203528993,0.6037646249703202,6.4664995720748255,0.0212765957446808,0.1437763309076982,7.4664995720748255,6.946876864217517,2022-02,1,2022
2022-02-28,SaasCompany1,East,Enterprise,128696,54980,27490,41235,0.3100949109333055,215.19300139246047,4.753959898384169,0.0455635161104017,8542,5114,1689,25,2755,138,117,35,5,143871.0,89685.0,15326.0,272.9269144086585,1857.528386976693,75.45494904293363,8.57223628152749,147,28.351987912665948,1140,0.5070546069672185,0.0123103032606719,11069.72425193662,0.3766290635360844,8.387380921310191,0.036231884057971,0.1977288691173027,9.387380921310191,6.8059553269099045,2022-02,1,2022
2022-02-28,SaasCompany1,East,SMB,136660,55863,27931,41897,0.4141267147642897,255.2638692269476,3.807042403219857,0.0476183618860589,5603,2153,663,48,4045,279,82,27,16,77827.0,46634.0,10503.0,239.8751978427949,1981.481922120672,36.44391160285917,8.752277556616175,61,9.553200605118269,2535,0.6556781003303229,0.0439275842844038,5886.494196770496,0.40079920850090583,6.409978101494811,0.057347670250896,0.1183294663573085,7.409978101494811,8.260470194251846,2022-02,1,2022
2022-02-28,SaasCompany1,East,Startup,171197,71393,35696,53544,0.5312992999174497,230.94192513954857,5.797350949681175,0.046676561674021,8489,7216,792,37,2482,190,138,59,7,101741.0,64624.0,16833.0,261.5680813321971,2317.9888344598885,43.658846206489855,8.865884996867953,61,9.916859894811584,4795,0.5852831494902517,0.0320691576337038,11388.536592542549,0.36481850974533375,5.044139487910652,0.0368421052631578,0.0932972081517257,6.044139487910652,8.861894856031737,2022-02,1,2022
2022-02-28,SaasCompany1,West,Enterprise,155720,64646,32323,48484,0.3776462602593898,257.26598918886685,4.965002746824846,0.0468877230401016,5540,5941,583,25,3931,192,137,58,11,138406.0,33872.0,23832.0,287.52753293727744,1112.434626442663,77.36660705412052,8.432845479286302,78,22.700530681371944,1882,0.7344405318020257,0.0345046997366527,14932.230952101125,0.7552707252575755,4.807569654246391,0.0572916666666666,0.1052346570397111,5.807569654246391,3.8689673127245685,2022-02,1,2022
2022-02-28,SaasCompany1,West,SMB,156129,60538,30269,45403,0.5399586121223462,284.0062492044882,5.362793380381184,0.0502013880927361,12227,3337,752,42,3929,296,68,30,8,59260.0,42381.0,15144.0,275.0006868634493,2127.545878253254,36.58626452395544,7.832322446564953,83,7.439391778202408,4600,0.7921318657622609,0.0129113624222813,14654.788062979344,0.2848295646304421,2.9131008980454305,0.027027027027027,0.0615032305553283,3.9131008980454305,7.736511143005545,2022-02,1,2022
2022-02-28,SaasCompany1,West,Startup,212107,80329,40164,60246,0.3930738181999236,190.96236887271988,2.831001985577949,0.0513972439543271,5859,5924,746,32,3445,229,62,30,20,52487.0,71845.0,21015.0,145.9991854667106,1053.3764287656857,65.17449395022933,7.658175148172504,105,28.820643532238336,2603,0.5698755080177453,0.0356076439696418,9302.085191493406,-0.36881513517632936,1.4975969545562693,0.0873362445414847,0.1273254821641918,2.4975969545562693,7.214947298496175,2022-02,1,2022
2022-03-31,SaasCompany1,North,Enterprise,182997,77127,38563,57845,0.5900690992255666,270.8369568886386,5.303965794858908,0.0472390804771092,13827,5988,972,45,3880,234,138,56,14,83940.0,52489.0,14633.0,265.0128816825909,1231.167129047308,32.41646408651196,9.256654330733165,128,44.15661553620861,3812,0.4181657827728098,0.0496547202483838,6677.254738910022,0.37468429830831546,4.736349347365544,0.0598290598290598,0.0702972445215882,5.736349347365544,4.6456878670595785,2022-03,1,2022
2022-03-31,SaasCompany1,North,SMB,189052,77320,38660,57990,0.318901631074182,157.08535249308488,3.005633746920851,0.0486800086061413,14167,3706,1403,47,3971,222,128,43,5,90727.0,78662.0,25608.0,230.57154391776723,1258.676623514875,34.122098309219105,8.02078844571346,115,15.776047001127807,1528,0.7367435089238158,0.0191124800153095,5647.893327232153,0.13298136166741983,2.542916276163699,0.0225225225225225,0.0990329639302604,3.542916276163699,5.458941732912969,2022-03,1,2022
2022-03-31,SaasCompany1,North,Startup,186128,72516,36258,54387,0.503054077503815,157.54903511442677,5.401976214807156,0.0511025667403974,10391,4304,1546,37,1657,260,130,31,14,134965.0,60933.0,27983.0,213.5820335934284,1664.3124466513873,59.43856835241951,8.672413395167915,88,20.13455518154785,1788,0.438341740353326,0.041656185868102,14424.886637715465,0.5485273959915533,3.8231068863238393,0.0538461538461538,0.1487826003272062,4.823106886323839,7.792380373245943,2022-03,1,2022
2022-03-31,SaasCompany1,South,Enterprise,175432,74503,37251,55877,0.3733274289276111,134.7781197292217,2.598583474254232,0.0468811545459491,12816,3922,754,26,4984,240,113,29,7,137004.0,56915.0,14053.0,197.2903344768704,2256.6844018158754,61.63311203889838,8.518062782054416,167,41.36908014906781,4612,0.5672936424079578,0.0474747156283482,14370.398721946633,0.5845741730168462,8.74909272041557,0.0291666666666666,0.0588327091136079,9.74909272041557,11.438393106279825,2022-03,1,2022
2022-03-31,SaasCompany1,South,SMB,207223,80373,40186,60280,0.4466525456191824,297.92547277309245,4.422166250875458,0.051332498716616,5252,3058,1194,29,4680,234,142,41,21,85507.0,54511.0,23156.0,243.25094452021904,2509.5836080349445,45.94624126301756,8.809527768411192,122,29.346676262608906,3544,0.569207481180972,0.0138977979679108,13393.07708444207,0.36249663770217644,2.692649853169805,0.0897435897435897,0.2273419649657273,3.692649853169805,10.316850415461996,2022-03,1,2022
2022-03-31,SaasCompany1,South,Startup,214107,85117,42558,63838,0.4623541160277444,170.05230046750623,3.2234351486121664,0.0500813740547255,10547,6712,1373,34,3799,121,66,36,15,82165.0,81831.0,16611.0,182.03166593597643,2540.671117616049,75.78645801163954,8.73009683533094,196,21.26432546206508,2350,0.483614568389768,0.027526825979358,10467.98388175656,0.0040649911762916085,3.946421046294624,0.1239669421487603,0.1301791978761733,4.946421046294624,13.957303003037094,2022-03,1,2022
2022-03-31,SaasCompany1,East,Enterprise,198979,75720,37860,56790,0.5162082932603719,137.99263231389182,2.64414845168419,0.0523190916941293,14743,6121,1352,36,2642,288,60,24,8,94709.0,48259.0,26085.0,172.3388752633032,2250.454861366238,66.49103079879202,8.116136171742731,124,41.17510521469328,1334,0.4123645857539054,0.0497496521998054,5009.278019688932,0.4904496932709669,2.6307839754648263,0.0277777777777777,0.0917045377467272,3.6307839754648263,13.058312339151238,2022-03,1,2022
2022-03-31,SaasCompany1,East,SMB,219099,80803,40401,60602,0.4090636142418586,225.1026773737092,2.5056407224720623,0.0539857921492545,14690,4916,1971,39,1319,166,61,31,16,136167.0,36220.0,27903.0,295.7895063865417,2695.8357184105207,61.32798556531805,9.140443062660196,188,16.949491312973905,2376,0.4768357366085474,0.0383677490607879,13614.280016135865,0.7340030991356202,3.880012901838512,0.0963855421686747,0.1341729067392784,4.880012901838512,9.114034339296563,2022-03,1,2022
2022-03-31,SaasCompany1,East,Startup,156235,59957,29978,44968,0.4137382890105645,133.45694343300488,4.626016414582141,0.0518802549123011,6237,6943,1638,43,1702,228,94,51,12,99439.0,86756.0,11768.0,160.97215886224242,1324.0235347936402,33.45057533561957,7.741687573551737,165,36.553613184508464,1437,0.5115860731833171,0.0408764318076099,10382.560176940253,0.12754553042568811,7.449949014276003,0.0526315789473684,0.2626262626262626,8.449949014276003,8.225171011881129,2022-03,1,2022
2022-03-31,SaasCompany1,West,Enterprise,194073,71224,35612,53418,0.3177342843359858,173.39939640118016,3.0971104391099566,0.0542504263065853,6281,5714,1377,43,1561,233,115,37,15,137323.0,78279.0,21194.0,185.36820485617525,2373.7330594390696,42.4915500137281,9.346591205250196,105,16.027590507983483,4729,0.5159016091839088,0.040714306848178,14602.787517353472,0.4299643905245298,5.4793337737095404,0.0643776824034334,0.2192326062728865,6.4793337737095404,12.805502762897325,2022-03,1,2022
2022-03-31,SaasCompany1,West,SMB,189643,70291,35145,52718,0.3684132159742856,260.6310696743413,4.326606635056587,0.0537152210785279,14960,6872,1419,25,2839,247,54,50,21,94184.0,33515.0,21450.0,132.61048446229256,2942.174772072787,59.75041952986879,7.399631992876649,195,31.309476948916185,2311,0.7296888864688108,0.0288384599854873,12368.22914735464,0.644153996432515,3.390862470862471,0.0850202429149797,0.0948529411764705,4.390862470862471,22.18659244027863,2022-03,1,2022
2022-03-31,SaasCompany1,West,Startup,152636,58618,29309,43963,0.3474135548113603,167.7751644809033,4.120729358476704,0.0518429951827257,14070,4901,1649,43,4792,118,63,23,7,136860.0,64370.0,25153.0,245.64739727321412,1256.2863031570805,30.71610530659953,7.7047481485722304,135,32.590166228721955,1855,0.7036356018422577,0.0384974143745547,10967.185713980729,0.5296653514540406,4.441100465153262,0.059322033898305,0.1171997157071784,5.441100465153262,5.114185279804992,2022-03,1,2022
2022-04-30,SaasCompany1,North,Enterprise,211911,77994,38997,58496,0.5727897441275097,208.9939557087439,4.22668470476129,0.0528869083026695,13065,4468,1959,42,2274,251,102,28,19,144573.0,47458.0,29337.0,119.04240739446789,1276.4951029629492,78.6904917442823,8.226921111653741,71,46.29327164380632,2874,0.5058662093639795,0.0191356774235696,8067.065982168297,0.6717367696596184,3.928008998875141,0.0756972111553784,0.1499425947187141,4.928008998875141,10.723028296404145,2022-04,2,2022
2022-04-30,SaasCompany1,North,SMB,179695,66795,33397,50096,0.3278323742572355,258.2305696878193,5.230299129436798,0.052365727385211,8719,2021,1892,42,4444,134,77,29,13,120203.0,88609.0,13335.0,280.24472088500033,2952.580646938582,51.7546241172609,7.120727698040885,99,45.54637897114762,1009,0.4675099520432222,0.0298527730570552,6992.055522919703,0.26283869786943753,8.014098237720285,0.0970149253731343,0.2169973620828076,9.014098237720285,10.535722627047047,2022-04,2,2022
2022-04-30,SaasCompany1,North,Startup,163725,66312,33156,49734,0.5012560843247672,259.96243843269497,3.0488303459984643,0.048059839045441,13301,6337,1616,30,2105,168,68,24,6,65124.0,70812.0,22772.0,123.8164699482116,1420.7408179889585,30.7693441077679,9.41756280973216,122,16.643737553597425,3800,0.7381457200730355,0.0302711579529302,12403.344032219164,-0.08734107241569929,1.859827858773933,0.0357142857142857,0.1214946244643259,2.859827858773933,11.47457053640124,2022-04,2,2022
2022-04-30,SaasCompany1,South,Enterprise,174750,69768,34884,52326,0.4531642013770947,295.8825924977324,3.8391098315447434,0.0487549362243563,6367,2660,1420,26,3806,261,51,25,10,128018.0,31715.0,26858.0,249.8962827180546,2581.675672734817,74.04837978895888,9.191485190349788,161,7.699326240392211,4519,0.6830245178743803,0.0379378397098702,10670.39215703963,0.7522614007405208,3.766475538014744,0.0383141762452107,0.223024972514528,4.7664755380147446,10.33098869921003,2022-04,2,2022
2022-04-30,SaasCompany1,South,SMB,145121,59577,29788,44682,0.5376932678910954,121.53811661105296,5.131615823674666,0.0474144730480865,13045,7149,921,23,2851,160,64,28,11,109556.0,43220.0,14136.0,199.6674369278952,2056.2148036204926,37.892345270030695,7.524193744245183,195,37.48024686640522,3410,0.5022114614247459,0.034375537374688,5214.94356419684,0.6054985578151812,6.750141482739106,0.06875,0.0706017631276351,7.750141482739106,10.298198019955763,2022-04,2,2022
2022-04-30,SaasCompany1,South,Startup,213214,78238,39119,58678,0.436398427944555,203.37620163098228,3.071007947327099,0.0530461754165684,7833,3463,952,30,4620,267,106,55,11,74145.0,31281.0,19217.0,255.5688906484301,1180.9941670533944,56.63868226511703,7.241499972428778,64,8.61773355003271,2878,0.5514271117099141,0.0461144421657824,6314.071969510816,0.5781104592352823,2.858302544621949,0.0411985018726591,0.1215370866845397,3.8583025446219494,4.621040393676134,2022-04,2,2022
2022-04-30,SaasCompany1,East,Enterprise,160108,60915,30457,45686,0.4747704047007045,215.1626883449512,2.4404335830945643,0.0511612706924759,13068,6067,1248,35,1172,292,107,27,17,80005.0,56384.0,16869.0,151.93204346461607,2198.32857026669,58.72431805163397,7.034069547400097,83,31.303505157646185,2749,0.5435374362414835,0.0364517437014237,6732.046381539312,0.29524404724704706,3.742723338668564,0.0582191780821917,0.0955004591368227,4.742723338668563,14.469156868667179,2022-04,2,2022
2022-04-30,SaasCompany1,East,SMB,187813,75859,37929,56894,0.5565389303666368,204.60532057709432,4.402868895051075,0.0481919874564463,12305,7790,777,49,4141,272,120,30,7,132006.0,77497.0,25024.0,291.7742979463449,2214.856514499113,74.06481349189671,7.326936176242667,178,41.99346520691369,4631,0.5647224227318515,0.0381751551887574,8492.602895747988,0.4129282002333227,4.275175831202046,0.025735294117647,0.0631450629825274,5.275175831202046,7.5909925243189456,2022-04,2,2022
2022-04-30,SaasCompany1,East,Startup,168653,68302,34151,51226,0.3078001492141552,252.795651350091,2.245295985850894,0.0480638369905261,7543,2725,1322,29,3630,176,76,51,18,53551.0,75951.0,26869.0,262.0194591917632,1974.7145774986996,42.02561363827344,7.72015299601042,158,24.770629550270904,1398,0.7145335031279197,0.0114328301302369,13943.10251658659,-0.41829284233721126,0.9930403066731176,0.1022727272727272,0.1752618321622696,1.9930403066731177,7.536518789825731,2022-04,2,2022
2022-04-30,SaasCompany1,West,Enterprise,156239,60835,30417,45626,0.3169667873916647,204.0246415385789,4.711981554249245,0.0499912469236619,9728,7924,1874,42,3762,216,77,37,6,129074.0,83142.0,10563.0,284.5151768386703,2609.0886648461574,34.57042815036809,8.726715303864054,136,13.618285780937583,2452,0.4507884333743115,0.0184533797409697,8284.722134094896,0.3558578799758278,11.219445233361734,0.0277777777777777,0.1926398026315789,12.219445233361734,9.17029697268346,2022-04,2,2022
2022-04-30,SaasCompany1,West,SMB,139614,61397,30698,46047,0.4772035053947452,283.9815042981304,5.527967548873621,0.0442630162822444,9532,3762,1415,48,1292,251,75,46,11,103208.0,41039.0,15205.0,273.8719120768292,2536.2063937788744,62.88236327997522,8.79608329306664,199,2.624816348639571,1778,0.5944040680680507,0.0445923408915272,6312.093486321479,0.6023660956514999,5.787767181848077,0.0438247011952191,0.1484473352916492,6.787767181848077,9.260556785638512,2022-04,2,2022
2022-04-30,SaasCompany1,West,Startup,161412,69180,34590,51885,0.593075455398853,251.1684677971508,2.8009051055995378,0.0454159716959923,5003,2322,1239,44,3075,133,106,23,17,102188.0,59200.0,23910.0,190.18440300403043,2550.514142202196,49.54493179350072,7.050634988092557,176,25.260869241925207,1750,0.4815295516301562,0.0196499263014317,5110.901912252763,0.4206756174893334,3.273860309493936,0.1278195488721804,0.2476514091545072,4.273860309493935,13.410742952187016,2022-04,2,2022
2022-05-31,SaasCompany1,North,Enterprise,181986,68650,34325,51487,0.5361282581259056,147.94092302141812,5.81466878272882,0.0483807499263407,11947,2071,608,39,2429,187,82,28,12,113755.0,74360.0,13691.0,112.09940561806508,2841.961291648572,55.19018673725256,7.843359818028591,83,3.66478955352999,4940,0.7358679186990718,0.0196229022159373,8823.180264201987,0.3463144477165839,7.308742969834197,0.0641711229946524,0.0508914371808822,8.308742969834197,25.352153082162136,2022-05,2,2022
2022-05-31,SaasCompany1,North,SMB,149724,64323,32161,48242,0.4460120809067249,177.61945414652575,2.865245398079134,0.0424815333332278,6633,7734,1690,41,3432,173,79,29,24,55631.0,70584.0,27053.0,210.86883850673712,2865.135777798509,61.53628110431604,7.817758721192328,172,39.33840687980815,1859,0.4463685050149659,0.0159608354602405,14320.682570583323,-0.26878898455896894,1.056370827634643,0.1387283236994219,0.2547866726971204,2.0563708276346433,13.587288658143626,2022-05,2,2022
2022-05-31,SaasCompany1,North,Startup,132757,56536,28268,42402,0.5775043421500311,174.25240369409684,3.466671532117138,0.0428556849065352,13783,6510,1015,44,1335,298,66,36,23,85996.0,37041.0,26158.0,148.12060241249313,2414.8971367535355,73.52229104192058,7.939988959375707,132,34.02776897443897,1945,0.5739208403867654,0.0317425716278161,5012.847989685099,0.5692706637518025,2.287560211025308,0.0771812080536912,0.0736414423565261,3.287560211025308,16.30358705960713,2022-05,2,2022
2022-05-31,SaasCompany1,South,Enterprise,183426,68831,34415,51623,0.446589471647977,192.884478017846,3.856702866159212,0.0486352997220509,9021,3386,1286,40,4703,297,102,56,23,59357.0,47838.0,12409.0,119.5561084634202,1444.21475207739,69.98127120784169,7.810733284203597,56,42.37282372338837,4661,0.7897342360330163,0.0226545763571252,10852.106922674677,0.19406304226965648,3.783383028447095,0.0774410774410774,0.1425562576211063,4.783383028447095,12.07980730252078,2022-05,2,2022
2022-05-31,SaasCompany1,South,SMB,153751,58120,29060,43590,0.5416763011178567,174.22943852219413,5.946336930109429,0.0482802779415202,7872,5544,1893,21,3494,149,112,31,11,58716.0,80303.0,10584.0,205.6829095083505,2816.418431233284,78.29187715458502,7.536818416859623,137,29.266025292875604,4073,0.6162721506595693,0.0227989366468386,7545.081463758748,-0.36765106614892024,4.547619047619048,0.0738255033557047,0.2404725609756097,5.5476190476190474,13.69301143184646,2022-05,2,2022
2022-05-31,SaasCompany1,South,Startup,214188,80526,40263,60394,0.4259564523255198,271.3427869624497,4.661273913060786,0.0485436820354601,8482,2117,1023,47,2609,293,118,31,5,54098.0,69668.0,22824.0,293.6207307854045,2518.560891890552,30.56276230164113,8.070558798893051,114,28.69280840848567,1642,0.7260329231986714,0.0453866282276785,14676.277749445078,-0.28781100964915524,1.370224325271644,0.0170648464163822,0.1206083470879509,2.3702243252716437,8.577599017459248,2022-05,2,2022
2022-05-31,SaasCompany1,East,Enterprise,205594,75516,37758,56637,0.3057648988395583,235.5298926631272,4.713260373747186,0.0496874198756593,5250,7609,1507,34,4703,249,94,57,17,126996.0,86957.0,22526.0,288.2097703812419,1744.3134555291404,55.241460115183855,7.692526164929802,137,3.882741247653041,3898,0.5159249565373747,0.0419036022505022,14608.407167090483,0.31527764654004853,4.637751931101838,0.0682730923694779,0.287047619047619,5.637751931101838,6.052235679664067,2022-05,2,2022
2022-05-31,SaasCompany1,East,SMB,172982,75556,37778,56667,0.3369345544994575,240.6541363164902,5.0783194017253965,0.0417839704357686,5603,5144,1590,33,4848,176,85,24,19,95471.0,69440.0,14475.0,172.87613250846806,2530.6356056592604,33.91997465868243,8.861105773445411,56,30.54439330387065,2104,0.454792901614287,0.0356340312909805,10232.652205058572,0.2726587131170722,5.595578583765112,0.1079545454545454,0.2837765482777084,6.595578583765112,14.638432552482636,2022-05,2,2022
