date,company,region,product_category,organic_traffic,direct_traffic,referral_traffic,paid_traffic,bounce_rate,avg_session_duration,pages_per_session,conversion_rate,email_sends,email_opens,email_clicks,social_posts,social_engagement,leads_generated,qualified_leads,opportunities,closed_deals,revenue,costs,marketing_spend,customer_acquisition_cost,customer_lifetime_value,nps,customer_satisfaction,support_tickets,resolution_time,active_users,feature_adoption_rate,churn_rate,expansion_revenue,gross_margin,marketing_roi,conversion_to_paid,email_engagement_rate
2022-01-31,SaasCompany1,West,SMB,140641,54086,27043,40564,0.5782358937492174,238.16906843565994,3.2516225566905494,0.04745686737444285,8219,4934,1016,30,3791,110,149,30,14,56833.0,30312.0,25666.0,136.41800235344778,1979.803037803155,79.96770144084138,8.279919742005106,59,13.294469117694968,3407,0.6662875670957829,0.024855467536814727,14905.592832688233,0.4666478982281421,1.214330242343957,0.12727272727272726,0.12361601168025307
2022-01-31,SaasCompany1,West,Startup,168366,70437,35218,52827,0.5025024622439378,195.39946055645737,3.1584165565263267,0.04362437823807812,5046,6077,1429,25,4021,214,62,41,23,67749.0,77221.0,23075.0,268.1043815122717,2395.1921561493755,73.74687377336156,9.30441029450037,50,24.689606935125386,1661,0.6017253962984694,0.03199682104058801,8943.478961270412,-0.1398101817000989,1.9360346695557964,0.10747663551401869,0.28319460959175585
2022-02-28,SaasCompany1,North,Enterprise,212901,77997,38998,58497,0.34686781703159425,214.14239971774435,5.476322325471003,0.053132222552031975,6140,6597,991,33,2393,277,101,57,15,134787.0,40885.0,29995.0,126.46143723178251,2479.7412060525958,49.17454737041584,7.484206329999974,146,23.26224158227453,2089,0.708534832595314,0.020733257716494972,13057.194356781849,0.6966695601207832,3.4936489414902483,0.05415162454873646,0.16140065146579805
2022-02-28,SaasCompany1,North,SMB,164795,72728,36364,54546,0.33380465123730735,164.81828693419806,2.7957665622060746,0.04410636929537029,7591,4782,1345,28,1126,231,66,30,23,148881.0,71303.0,16282.0,141.26541533598197,2237.388797794794,71.86684147907766,9.328438012990073,167,44.46120764243682,3409,0.777565722402496,0.036639861860301014,13310.794036529034,0.5210738777950175,8.143901240633829,0.09956709956709957,0.17718350678434988
2022-02-28,SaasCompany1,North,Startup,130537,56400,28200,42300,0.5094033292764202,296.12786779913966,5.186313670128326,0.0450514608117759,10380,6857,1930,47,2484,101,134,28,15,74215.0,34417.0,24386.0,149.48853084460603,1563.41402171642,64.15681577281728,7.356033668480673,174,16.453543197769612,2416,0.5339252564433961,0.029729639803339848,9543.948139198095,0.5362527790877855,2.043344541950299,0.1485148514851485,0.1859344894026975
2022-02-28,SaasCompany1,South,Enterprise,147351,62849,31424,47137,0.33106483159539574,143.64772364627146,2.0451219748130622,0.04563637506883938,9144,2432,1236,42,4237,206,52,30,22,54902.0,74424.0,25184.0,166.37275321559542,2758.780240543015,55.95374133578974,8.693966030526113,151,7.891577926818146,3682,0.5545802402889242,0.0398349638998888,5147.186889174008,-0.35557903172926303,1.1800349428208385,0.10679611650485436,0.13517060367454067
2022-02-28,SaasCompany1,South,SMB,176248,64507,32253,48380,0.5002792638404243,214.029018804072,2.681607952865303,0.05318320438429443,14987,6029,528,39,4240,228,145,24,19,126829.0,52890.0,24140.0,222.66299571942182,1130.8315900694997,72.7256267562274,8.518088833746377,159,31.85481891921019,3863,0.5561517395030595,0.017741156558139518,12405.702894774364,0.5829818101538292,4.253893951946976,0.08333333333333333,0.03523053312871155
2022-02-28,SaasCompany1,South,Startup,164838,65325,32662,48994,0.3990051716075952,120.70588320146608,3.541333598476812,0.04911709166405815,13055,3899,1877,39,2109,282,80,38,6,122137.0,48395.0,16358.0,216.90336700692416,1506.8009820312823,64.59051193822634,8.097656257992517,165,47.77971832391408,3763,0.6133289849938307,0.020772523628148985,7706.742203528993,0.6037646249703202,6.4664995720748255,0.02127659574468085,0.1437763309076982
2022-02-28,SaasCompany1,East,Enterprise,128696,54980,27490,41235,0.31009491093330555,215.19300139246047,4.753959898384169,0.045563516110401714,8542,5114,1689,25,2755,138,117,35,5,143871.0,89685.0,15326.0,272.9269144086585,1857.5283869766931,75.45494904293363,8.57223628152749,147,28.351987912665948,1140,0.5070546069672185,0.012310303260671968,11069.72425193662,0.3766290635360844,8.387380921310191,0.036231884057971016,0.19772886911730275
2022-02-28,SaasCompany1,East,SMB,136660,55863,27931,41897,0.4141267147642897,255.2638692269476,3.807042403219857,0.047618361886058926,5603,2153,663,48,4045,279,82,27,16,77827.0,46634.0,10503.0,239.8751978427949,1981.4819221206717,36.443911602859174,8.752277556616175,61,9.553200605118269,2535,0.6556781003303229,0.043927584284403846,5886.494196770496,0.40079920850090583,6.409978101494811,0.05734767025089606,0.11832946635730858
2022-02-28,SaasCompany1,East,Startup,171197,71393,35696,53544,0.5312992999174497,230.94192513954857,5.797350949681175,0.04667656167402102,8489,7216,792,37,2482,190,138,59,7,101741.0,64624.0,16833.0,261.5680813321971,2317.9888344598885,43.658846206489855,8.865884996867953,61,9.916859894811584,4795,0.5852831494902517,0.03206915763370387,11388.536592542549,0.36481850974533375,5.044139487910652,0.03684210526315789,0.09329720815172576
2022-02-28,SaasCompany1,West,Enterprise,155720,64646,32323,48484,0.37764626025938985,257.26598918886685,4.965002746824846,0.0468877230401016,5540,5941,583,25,3931,192,137,58,11,138406.0,33872.0,23832.0,287.52753293727744,1112.434626442663,77.36660705412052,8.432845479286302,78,22.700530681371944,1882,0.7344405318020257,0.03450469973665275,14932.230952101125,0.7552707252575755,4.807569654246391,0.057291666666666664,0.10523465703971119
2022-02-28,SaasCompany1,West,SMB,156129,60538,30269,45403,0.5399586121223462,284.0062492044882,5.362793380381184,0.05020138809273619,12227,3337,752,42,3929,296,68,30,8,59260.0,42381.0,15144.0,275.0006868634493,2127.545878253254,36.586264523955435,7.832322446564953,83,7.439391778202408,4600,0.7921318657622609,0.012911362422281365,14654.788062979345,0.2848295646304421,2.9131008980454305,0.02702702702702703,0.06150323055532837
2022-02-28,SaasCompany1,West,Startup,212107,80329,40164,60246,0.3930738181999236,190.96236887271988,2.831001985577949,0.05139724395432718,5859,5924,746,32,3445,229,62,30,20,52487.0,71845.0,21015.0,145.9991854667106,1053.3764287656857,65.17449395022933,7.658175148172504,105,28.820643532238336,2603,0.5698755080177453,0.035607643969641896,9302.085191493406,-0.36881513517632936,1.4975969545562693,0.08733624454148471,0.12732548216419184
2022-03-31,SaasCompany1,North,Enterprise,182997,77127,38563,57845,0.5900690992255666,270.8369568886386,5.303965794858908,0.0472390804771092,13827,5988,972,45,3880,234,138,56,14,83940.0,52489.0,14633.0,265.0128816825909,1231.167129047308,32.41646408651196,9.256654330733165,128,44.15661553620861,3812,0.41816578277280986,0.04965472024838386,6677.254738910022,0.37468429830831546,4.736349347365544,0.05982905982905983,0.0702972445215882
2022-03-31,SaasCompany1,North,SMB,189052,77320,38660,57990,0.318901631074182,157.08535249308488,3.005633746920851,0.04868000860614136,14167,3706,1403,47,3971,222,128,43,5,90727.0,78662.0,25608.0,230.57154391776723,1258.676623514875,34.122098309219105,8.02078844571346,115,15.776047001127807,1528,0.7367435089238158,0.019112480015309526,5647.893327232153,0.13298136166741983,2.542916276163699,0.02252252252252252,0.09903296393026047
2022-03-31,SaasCompany1,North,Startup,186128,72516,36258,54387,0.503054077503815,157.54903511442677,5.401976214807156,0.05110256674039742,10391,4304,1546,37,1657,260,130,31,14,134965.0,60933.0,27983.0,213.58203359342838,1664.3124466513873,59.43856835241951,8.672413395167915,88,20.134555181547846,1788,0.43834174035332607,0.04165618586810203,14424.886637715465,0.5485273959915533,3.8231068863238393,0.05384615384615385,0.14878260032720625
2022-03-31,SaasCompany1,South,Enterprise,175432,74503,37251,55877,0.37332742892761117,134.7781197292217,2.598583474254232,0.04688115454594914,12816,3922,754,26,4984,240,113,29,7,137004.0,56915.0,14053.0,197.29033447687038,2256.6844018158754,61.63311203889838,8.518062782054416,167,41.36908014906781,4612,0.5672936424079578,0.047474715628348214,14370.398721946633,0.5845741730168462,8.74909272041557,0.029166666666666667,0.05883270911360799
2022-03-31,SaasCompany1,South,SMB,207223,80373,40186,60280,0.44665254561918244,297.92547277309245,4.422166250875458,0.05133249871661604,5252,3058,1194,29,4680,234,142,41,21,85507.0,54511.0,23156.0,243.25094452021904,2509.5836080349445,45.946241263017555,8.809527768411192,122,29.346676262608906,3544,0.569207481180972,0.013897797967910802,13393.07708444207,0.36249663770217644,2.692649853169805,0.08974358974358974,0.22734196496572734
2022-03-31,SaasCompany1,South,Startup,214107,85117,42558,63838,0.46235411602774446,170.05230046750623,3.2234351486121664,0.05008137405472551,10547,6712,1373,34,3799,121,66,36,15,82165.0,81831.0,16611.0,182.03166593597643,2540.671117616049,75.78645801163954,8.73009683533094,196,21.264325462065077,2350,0.483614568389768,0.027526825979358092,10467.983881756561,0.0040649911762916085,3.946421046294624,0.12396694214876033,0.13017919787617332
2022-03-31,SaasCompany1,East,Enterprise,198979,75720,37860,56790,0.5162082932603719,137.99263231389182,2.64414845168419,0.05231909169412935,14743,6121,1352,36,2642,288,60,24,8,94709.0,48259.0,26085.0,172.3388752633032,2250.454861366238,66.49103079879202,8.116136171742731,124,41.17510521469328,1334,0.4123645857539054,0.049749652199805414,5009.278019688932,0.4904496932709669,2.6307839754648263,0.027777777777777776,0.09170453774672727
2022-03-31,SaasCompany1,East,SMB,219099,80803,40401,60602,0.4090636142418586,225.10267737370918,2.5056407224720623,0.053985792149254586,14690,4916,1971,39,1319,166,61,31,16,136167.0,36220.0,27903.0,295.7895063865417,2695.8357184105207,61.32798556531805,9.140443062660196,188,16.949491312973905,2376,0.4768357366085474,0.0383677490607879,13614.280016135865,0.7340030991356202,3.880012901838512,0.0963855421686747,0.13417290673927842
2022-03-31,SaasCompany1,East,Startup,156235,59957,29978,44968,0.4137382890105645,133.45694343300488,4.626016414582141,0.05188025491230111,6237,6943,1638,43,1702,228,94,51,12,99439.0,86756.0,11768.0,160.97215886224242,1324.0235347936402,33.45057533561957,7.741687573551737,165,36.553613184508464,1437,0.5115860731833171,0.04087643180760991,10382.560176940251,0.12754553042568811,7.449949014276003,0.05263157894736842,0.26262626262626265
2022-03-31,SaasCompany1,West,Enterprise,194073,71224,35612,53418,0.31773428433598583,173.39939640118016,3.0971104391099566,0.054250426306585345,6281,5714,1377,43,1561,233,115,37,15,137323.0,78279.0,21194.0,185.36820485617523,2373.7330594390696,42.4915500137281,9.346591205250196,105,16.027590507983483,4729,0.5159016091839088,0.040714306848178075,14602.787517353472,0.4299643905245298,5.4793337737095404,0.06437768240343347,0.2192326062728865
2022-03-31,SaasCompany1,West,SMB,189643,70291,35145,52718,0.3684132159742856,260.6310696743413,4.326606635056587,0.05371522107852799,14960,6872,1419,25,2839,247,54,50,21,94184.0,33515.0,21450.0,132.61048446229256,2942.174772072787,59.75041952986879,7.399631992876649,195,31.309476948916185,2311,0.7296888864688108,0.02883845998548732,12368.22914735464,0.644153996432515,3.390862470862471,0.08502024291497975,0.09485294117647058
2022-03-31,SaasCompany1,West,Startup,152636,58618,29309,43963,0.3474135548113603,167.7751644809033,4.120729358476704,0.051842995182725705,14070,4901,1649,43,4792,118,63,23,7,136860.0,64370.0,25153.0,245.64739727321415,1256.2863031570803,30.71610530659953,7.7047481485722304,135,32.590166228721955,1855,0.7036356018422577,0.038497414374554714,10967.185713980729,0.5296653514540406,4.441100465153262,0.059322033898305086,0.1171997157071784
2022-04-30,SaasCompany1,North,Enterprise,211911,77994,38997,58496,0.5727897441275097,208.9939557087439,4.22668470476129,0.05288690830266951,13065,4468,1959,42,2274,251,102,28,19,144573.0,47458.0,29337.0,119.04240739446787,1276.4951029629492,78.6904917442823,8.226921111653741,71,46.29327164380632,2874,0.5058662093639795,0.01913567742356963,8067.065982168297,0.6717367696596184,3.9280089988751405,0.07569721115537849,0.14994259471871413
2022-04-30,SaasCompany1,North,SMB,179695,66795,33397,50096,0.32783237425723555,258.2305696878193,5.230299129436798,0.052365727385211024,8719,2021,1892,42,4444,134,77,29,13,120203.0,88609.0,13335.0,280.24472088500033,2952.580646938582,51.7546241172609,7.120727698040885,99,45.54637897114762,1009,0.4675099520432222,0.029852773057055235,6992.0555229197025,0.26283869786943753,8.014098237720285,0.09701492537313433,0.21699736208280765
2022-04-30,SaasCompany1,North,Startup,163725,66312,33156,49734,0.5012560843247672,259.96243843269497,3.0488303459984643,0.04805983904544102,13301,6337,1616,30,2105,168,68,24,6,65124.0,70812.0,22772.0,123.8164699482116,1420.7408179889583,30.7693441077679,9.41756280973216,122,16.643737553597425,3800,0.7381457200730355,0.03027115795293025,12403.344032219165,-0.08734107241569929,1.859827858773933,0.03571428571428571,0.12149462446432599
2022-04-30,SaasCompany1,South,Enterprise,174750,69768,34884,52326,0.4531642013770947,295.8825924977324,3.8391098315447425,0.0487549362243563,6367,2660,1420,26,3806,261,51,25,10,128018.0,31715.0,26858.0,249.8962827180546,2581.6756727348175,74.04837978895888,9.191485190349788,161,7.699326240392211,4519,0.6830245178743803,0.037937839709870226,10670.39215703963,0.7522614007405208,3.766475538014744,0.038314176245210725,0.22302497251452805
2022-04-30,SaasCompany1,South,SMB,145121,59577,29788,44682,0.5376932678910954,121.53811661105297,5.131615823674666,0.0474144730480865,13045,7149,921,23,2851,160,64,28,11,109556.0,43220.0,14136.0,199.6674369278952,2056.2148036204926,37.892345270030695,7.524193744245183,195,37.48024686640522,3410,0.5022114614247459,0.03437553737468805,5214.94356419684,0.6054985578151812,6.750141482739106,0.06875,0.07060176312763511
2022-04-30,SaasCompany1,South,Startup,213214,78238,39119,58678,0.436398427944555,203.37620163098228,3.071007947327099,0.05304617541656842,7833,3463,952,30,4620,267,106,55,11,74145.0,31281.0,19217.0,255.56889064843014,1180.9941670533944,56.638682265117026,7.241499972428778,64,8.61773355003271,2878,0.5514271117099141,0.04611444216578249,6314.071969510816,0.5781104592352823,2.8583025446219494,0.04119850187265917,0.12153708668453976
2022-04-30,SaasCompany1,East,Enterprise,160108,60915,30457,45686,0.47477040470070453,215.16268834495116,2.4404335830945643,0.05116127069247598,13068,6067,1248,35,1172,292,107,27,17,80005.0,56384.0,16869.0,151.93204346461607,2198.32857026669,58.72431805163397,7.034069547400097,83,31.303505157646182,2749,0.5435374362414835,0.03645174370142378,6732.046381539312,0.29524404724704706,3.7427233386685637,0.05821917808219178,0.09550045913682277
2022-04-30,SaasCompany1,East,SMB,187813,75859,37929,56894,0.5565389303666368,204.60532057709432,4.402868895051075,0.04819198745644632,12305,7790,777,49,4141,272,120,30,7,132006.0,77497.0,25024.0,291.7742979463449,2214.8565144991135,74.06481349189671,7.326936176242667,178,41.99346520691369,4631,0.5647224227318515,0.03817515518875743,8492.602895747988,0.4129282002333227,4.275175831202046,0.025735294117647058,0.06314506298252742
2022-04-30,SaasCompany1,East,Startup,168653,68302,34151,51226,0.3078001492141552,252.795651350091,2.245295985850894,0.048063836990526125,7543,2725,1322,29,3630,176,76,51,18,53551.0,75951.0,26869.0,262.0194591917632,1974.7145774986993,42.02561363827344,7.72015299601042,158,24.770629550270904,1398,0.7145335031279197,0.011432830130236998,13943.10251658659,-0.41829284233721126,0.9930403066731177,0.10227272727272728,0.17526183216226965
2022-04-30,SaasCompany1,West,Enterprise,156239,60835,30417,45626,0.31696678739166473,204.02464153857886,4.711981554249245,0.04999124692366197,9728,7924,1874,42,3762,216,77,37,6,129074.0,83142.0,10563.0,284.5151768386703,2609.0886648461574,34.57042815036809,8.726715303864054,136,13.618285780937585,2452,0.4507884333743115,0.018453379740969778,8284.722134094896,0.3558578799758278,11.219445233361734,0.027777777777777776,0.19263980263157895
2022-04-30,SaasCompany1,West,SMB,139614,61397,30698,46047,0.4772035053947452,283.9815042981304,5.527967548873621,0.044263016282244404,9532,3762,1415,48,1292,251,75,46,11,103208.0,41039.0,15205.0,273.8719120768292,2536.2063937788744,62.88236327997522,8.79608329306664,199,2.624816348639571,1778,0.5944040680680507,0.04459234089152722,6312.093486321479,0.6023660956514999,5.787767181848077,0.043824701195219126,0.1484473352916492
2022-04-30,SaasCompany1,West,Startup,161412,69180,34590,51885,0.593075455398853,251.1684677971508,2.8009051055995378,0.045415971695992347,5003,2322,1239,44,3075,133,106,23,17,102188.0,59200.0,23910.0,190.18440300403043,2550.514142202196,49.54493179350072,7.050634988092557,176,25.260869241925207,1750,0.48152955163015626,0.019649926301431777,5110.901912252763,0.4206756174893334,3.273860309493936,0.12781954887218044,0.24765140915450728
2022-05-31,SaasCompany1,North,Enterprise,181986,68650,34325,51487,0.5361282581259056,147.94092302141812,5.81466878272882,0.048380749926340776,11947,2071,608,39,2429,187,82,28,12,113755.0,74360.0,13691.0,112.09940561806508,2841.961291648572,55.19018673725256,7.843359818028591,83,3.66478955352999,4940,0.7358679186990718,0.019622902215937363,8823.180264201987,0.3463144477165839,7.3087429698341975,0.06417112299465241,0.05089143718088223
2022-05-31,SaasCompany1,North,SMB,149724,64323,32161,48242,0.4460120809067249,177.61945414652575,2.865245398079134,0.04248153333322783,6633,7734,1690,41,3432,173,79,29,24,55631.0,70584.0,27053.0,210.86883850673712,2865.1357777985095,61.53628110431604,7.8177587211923285,172,39.33840687980815,1859,0.44636850501496594,0.01596083546024053,14320.682570583325,-0.26878898455896894,1.056370827634643,0.13872832369942195,0.25478667269712046
2022-05-31,SaasCompany1,North,Startup,132757,56536,28268,42402,0.5775043421500311,174.25240369409684,3.466671532117138,0.042855684906535296,13783,6510,1015,44,1335,298,66,36,23,85996.0,37041.0,26158.0,148.12060241249313,2414.8971367535355,73.52229104192058,7.939988959375707,132,34.02776897443897,1945,0.5739208403867654,0.03174257162781614,5012.847989685099,0.5692706637518025,2.287560211025308,0.07718120805369127,0.07364144235652616
2022-05-31,SaasCompany1,South,Enterprise,183426,68831,34415,51623,0.446589471647977,192.884478017846,3.8567028661592118,0.04863529972205093,9021,3386,1286,40,4703,297,102,56,23,59357.0,47838.0,12409.0,119.5561084634202,1444.2147520773901,69.98127120784169,7.810733284203597,56,42.37282372338837,4661,0.7897342360330163,0.02265457635712522,10852.106922674677,0.19406304226965648,3.783383028447095,0.07744107744107744,0.1425562576211063
2022-05-31,SaasCompany1,South,SMB,153751,58120,29060,43590,0.5416763011178567,174.22943852219413,5.946336930109429,0.04828027794152029,7872,5544,1893,21,3494,149,112,31,11,58716.0,80303.0,10584.0,205.68290950835052,2816.418431233284,78.29187715458502,7.5368184168596235,137,29.266025292875604,4073,0.6162721506595693,0.022798936646838665,7545.081463758748,-0.36765106614892024,4.5476190476190474,0.0738255033557047,0.24047256097560976
2022-05-31,SaasCompany1,South,Startup,214188,80526,40263,60394,0.4259564523255198,271.3427869624497,4.661273913060786,0.048543682035460105,8482,2117,1023,47,2609,293,118,31,5,54098.0,69668.0,22824.0,293.6207307854045,2518.560891890552,30.56276230164113,8.070558798893051,114,28.69280840848567,1642,0.7260329231986714,0.045386628227678534,14676.277749445078,-0.28781100964915524,1.370224325271644,0.017064846416382253,0.12060834708795096
2022-05-31,SaasCompany1,East,Enterprise,205594,75516,37758,56637,0.3057648988395583,235.52989266312716,4.713260373747186,0.049687419875659396,5250,7609,1507,34,4703,249,94,57,17,126996.0,86957.0,22526.0,288.2097703812419,1744.3134555291404,55.241460115183855,7.692526164929802,137,3.8827412476530405,3898,0.5159249565373747,0.04190360225050227,14608.407167090483,0.31527764654004853,4.637751931101838,0.06827309236947791,0.28704761904761905
2022-05-31,SaasCompany1,East,SMB,172982,75556,37778,56667,0.3369345544994575,240.6541363164902,5.0783194017253965,0.04178397043576868,5603,5144,1590,33,4848,176,85,24,19,95471.0,69440.0,14475.0,172.87613250846806,2530.6356056592604,33.91997465868243,8.861105773445411,56,30.54439330387065,2104,0.45479290161428704,0.0356340312909805,10232.652205058572,0.2726587131170722,5.595578583765112,0.10795454545454546,0.2837765482777084
2022-05-31,SaasCompany1,East,Startup,164217,61121,30560,45840,0.4385599239862045,171.8190880486983,5.1152298404096115,0.0490349374365393,14146,3093,1280,42,2472,125,112,53,15,142120.0,70030.0,18410.0,249.15408570419498,1030.25835841571,55.565576094428366,8.128559093899808,154,42.191799423929496,3382,0.4969670703194442,0.0354282148397017,10480.76400351034,0.507247396566282,6.719717544812601,0.12,0.09048494273999717
2022-05-31,SaasCompany1,West,Enterprise,149829,54710,27355,41032,0.47874061697794434,239.74339121563295,5.913976538801563,0.0499811306250018,12885,7548,1986,38,3909,295,54,55,17,90321.0,61839.0,13153.0,221.98373377297634,2373.204610702022,42.11674160003621,8.733636070267709,75,31.985699872588885,4035,0.5296504477774447,0.047870302685880176,13642.670979252889,0.31534194705550206,5.866950505588079,0.0576271186440678,0.15413271245634458
2022-05-31,SaasCompany1,West,SMB,153051,60447,30223,45335,0.4235057712750674,243.50234851988165,4.941538491517566,0.046210191595092986,10789,2863,1698,40,1462,262,111,40,20,102790.0,47784.0,16694.0,135.42574284950211,1470.2807435625223,57.73275095020798,8.197583509779111,50,46.956412440243476,1623,0.4682428299715821,0.026211364927091217,14005.509360042211,0.5351298764471252,5.157302024679526,0.07633587786259542,0.15738251923255167
2022-05-31,SaasCompany1,West,Startup,185233,72380,36190,54285,0.5697209496572928,138.90310434098646,3.210353725924088,0.046706283061323295,14965,6169,529,44,2074,272,67,44,17,117422.0,44657.0,21049.0,148.16443546569658,1219.7362267200576,59.03540287917964,8.89175606268999,97,36.16125750456699,2847,0.6192573751018496,0.018720136162067233,10628.122670058501,0.6196879630733594,4.5785072925079575,0.0625,0.03534914801202806
2022-06-30,SaasCompany1,North,Enterprise,150411,65557,32778,49168,0.5439901199565331,123.72634379519666,4.290655544184968,0.038066652300353054,14889,2572,844,21,1308,228,148,54,20,131786.0,89450.0,23248.0,195.48171401700145,1652.5090193216442,66.51494806993159,8.054666275736373,157,44.86877906733373,2925,0.4635011302978187,0.048516703666910896,5844.305684906312,0.321248084014994,4.668702684101858,0.08771929824561403,0.056686144133252736
2022-06-30,SaasCompany1,North,SMB,116716,51085,25542,38314,0.562478259144637,213.41246715289276,2.2105433555586282,0.03790657852249302,9950,2070,1631,41,4770,162,148,58,20,104890.0,49568.0,29348.0,175.40343897587616,1919.3645206103247,42.301911906690975,8.727031513915652,113,38.624679397421005,2911,0.6939613698256323,0.03817759000328064,13198.42803914291,0.5274287348650968,2.5740084503202945,0.12345679012345678,0.16391959798994976
2022-06-30,SaasCompany1,North,Startup,169086,67459,33729,50594,0.3573150493494012,173.3149483459685,5.1846441621193815,0.04158634543854256,11032,7741,1543,38,4016,120,51,53,14,62440.0,54384.0,27472.0,211.47420864275324,2627.1760397073517,54.92651251594,7.063788222932549,164,32.382780039128455,4012,0.4053184271555582,0.041998226229054976,6668.994209974157,0.12901985906470212,1.272859638905067,0.11666666666666667,0.1398658448150834
